"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 222 235 223]
 [230 233 230 ... 234 227 227]
 ...
 [241 248 241 ... 233 238 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",104_2.tif
"[[231 250 242 ... 230 244 245]
 [230 232 230 ... 220 234 223]
 [230 233 241 ... 228 228 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 231]]",109_8.tif
"[[250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 ...
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]]",105_5.tif
"[[250 250 250 ... 250 250 250]
 [239 245 250 ... 249 250 248]
 [244 246 250 ... 250 250 243]
 ...
 [250 250 248 ... 238 243 242]
 [250 250 244 ... 242 250 242]
 [250 248 240 ... 246 250 243]]",107_8.tif
"[[230 250 250 ... 234 240 250]
 [230 234 231 ... 224 237 233]
 [231 236 231 ... 233 231 230]
 ...
 [241 248 241 ... 229 240 233]
 [244 247 242 ... 229 236 229]
 [249 238 239 ... 231 244 229]]",103_1.tif
"[[250 250 250 ... 250 250 250]
 [250 250 250 ... 247 250 249]
 [250 250 250 ... 250 250 243]
 ...
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 247 250 250]
 [250 250 250 ... 246 250 250]]",105_4.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",109_3.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",110_7.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 233 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 234]]",104_8.tif
"[[241 250 250 ... 250 250 250]
 [241 250 243 ... 238 250 241]
 [247 250 247 ... 245 242 242]
 ...
 [245 248 241 ... 232 243 230]
 [245 250 245 ... 236 240 234]
 [250 246 241 ... 245 250 243]]",109_2.tif
"[[229 249 245 ... 231 238 245]
 [232 238 233 ... 227 234 223]
 [233 233 230 ... 234 227 234]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 234 240 229]
 [249 239 238 ... 231 248 229]]",102_1.tif
"[[230 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 240]
 ...
 [241 250 243 ... 230 233 239]
 [246 248 247 ... 228 228 236]
 [248 246 248 ... 233 229 234]]",104_7.tif
"[[229 249 242 ... 230 240 245]
 [230 232 229 ... 220 234 223]
 [230 233 230 ... 229 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 247 229]]",110_2.tif
"[[233 250 242 ... 230 242 246]
 [233 232 229 ... 220 237 224]
 [230 233 231 ... 228 227 228]
 ...
 [241 248 241 ... 229 238 230]
 [247 247 240 ... 229 236 229]
 [249 238 238 ... 231 244 229]]",106_3.tif
"[[229 246 242 ... 235 233 236]
 [244 236 233 ... 230 235 238]
 [242 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 233 235 239]
 [246 248 247 ... 230 234 235]
 [248 246 248 ... 233 230 238]]",106_8.tif
"[[230 249 242 ... 237 238 247]
 [234 233 228 ... 228 234 225]
 [232 234 233 ... 231 229 229]
 ...
 [241 248 247 ... 232 238 230]
 [244 247 240 ... 229 238 236]
 [249 238 238 ... 231 245 231]]",109_4.tif
"[[229 246 242 ... 235 236 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 233 240]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 234 229 234]]",103_5.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",102_8.tif
"[[229 250 242 ... 237 238 250]
 [230 237 237 ... 220 234 230]
 [233 234 243 ... 228 227 227]
 ...
 [241 250 241 ... 229 239 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",109_6.tif
"[[230 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",108_2.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",102_4.tif
"[[229 250 242 ... 230 238 245]
 [230 235 228 ... 220 234 224]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 230]
 [249 238 238 ... 231 244 230]]",102_7.tif
"[[231 250 248 ... 230 238 245]
 [234 232 228 ... 224 235 223]
 [230 233 231 ... 228 236 232]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",109_7.tif
"[[246 250 250 ... 245 248 250]
 [245 238 244 ... 245 250 244]
 [249 248 249 ... 250 242 246]
 ...
 [246 250 246 ... 237 250 246]
 [248 250 250 ... 243 244 250]
 [250 241 250 ... 250 250 246]]",107_7.tif
"[[229 249 242 ... 230 238 246]
 [233 232 228 ... 226 237 227]
 [238 237 231 ... 232 230 234]
 ...
 [241 248 245 ... 240 241 230]
 [244 247 240 ... 233 237 237]
 [249 238 238 ... 231 247 238]]",103_4.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",110_6.tif
"[[229 246 242 ... 237 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 243 ... 234 235 237]
 ...
 [241 250 243 ... 231 233 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 234]]",101_5.tif
"[[236 250 244 ... 242 245 245]
 [236 235 232 ... 233 248 225]
 [236 237 235 ... 229 233 237]
 ...
 [241 248 241 ... 234 237 231]
 [245 247 240 ... 230 235 229]
 [249 238 244 ... 236 244 231]]",106_1.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 233 238]
 [246 248 247 ... 228 229 236]
 [248 246 248 ... 237 229 234]]",106_6.tif
"[[250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 ...
 [250 250 250 ... 248 250 250]
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 245]]",101_3.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 234 235]
 [241 234 242 ... 234 236 237]
 ...
 [241 250 243 ... 230 233 238]
 [246 248 247 ... 230 228 235]
 [248 246 248 ... 233 229 234]]",104_6.tif
"[[229 249 242 ... 230 239 245]
 [230 232 228 ... 220 237 223]
 [231 235 234 ... 228 228 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 245 ... 229 235 229]
 [249 238 238 ... 231 244 230]]",109_5.tif
"[[250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 ...
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 250 250]]",105_8.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 233 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 234]]",101_7.tif
"[[229 249 242 ... 231 238 245]
 [232 232 229 ... 220 234 223]
 [231 233 230 ... 229 227 227]
 ...
 [241 248 241 ... 234 237 230]
 [244 247 240 ... 233 235 229]
 [249 238 238 ... 231 244 229]]",108_7.tif
"[[229 249 242 ... 240 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 238 230]
 [244 247 240 ... 231 235 229]
 [249 238 238 ... 231 244 229]]",103_3.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",105_1.tif
"[[239 250 250 ... 250 242 241]
 [250 250 240 ... 250 250 250]
 [250 242 247 ... 250 250 250]
 ...
 [247 250 243 ... 241 238 249]
 [248 250 250 ... 238 240 247]
 [250 250 250 ... 250 244 245]]",103_8.tif
"[[250 250 250 ... 250 250 250]
 [246 250 239 ... 240 248 239]
 [240 244 246 ... 243 245 247]
 ...
 [250 250 250 ... 241 247 245]
 [250 250 250 ... 237 247 237]
 [250 244 246 ... 245 250 241]]",108_4.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 234 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 234]]",103_7.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 233 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 234]]",103_6.tif
"[[244 250 250 ... 250 250 250]
 [250 250 246 ... 249 250 250]
 [250 250 250 ... 250 250 250]
 ...
 [250 250 250 ... 250 250 250]
 [250 250 250 ... 250 247 250]
 [250 250 250 ... 250 248 250]]",105_6.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",110_5.tif
"[[229 249 242 ... 230 238 245]
 [230 232 229 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 232 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",109_1.tif
"[[229 249 242 ... 233 239 245]
 [230 232 228 ... 220 234 227]
 [230 233 233 ... 231 227 228]
 ...
 [241 248 241 ... 234 239 230]
 [244 247 240 ... 229 235 231]
 [249 238 238 ... 237 244 229]]",108_8.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 234 230 ... 231 227 227]
 ...
 [241 248 241 ... 229 240 230]
 [244 247 240 ... 232 245 229]
 [249 238 238 ... 231 246 229]]",108_1.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 233 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 234]]",101_6.tif
"[[247 250 250 ... 250 250 250]
 [250 246 246 ... 238 250 244]
 [250 250 249 ... 247 249 248]
 ...
 [248 250 246 ... 250 250 242]
 [250 250 244 ... 239 250 243]
 [250 243 247 ... 240 250 248]]",110_3.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",108_3.tif
"[[231 250 250 ... 241 240 250]
 [233 242 235 ... 233 242 232]
 [232 241 232 ... 239 234 234]
 ...
 [242 248 246 ... 235 247 243]
 [245 250 241 ... 249 249 234]
 [250 244 238 ... 244 250 231]]",107_4.tif
"[[250 250 250 ... 250 250 250]
 [250 249 241 ... 247 250 249]
 [250 250 250 ... 250 250 250]
 ...
 [250 250 250 ... 243 250 244]
 [250 250 250 ... 248 250 240]
 [250 246 250 ... 250 250 242]]",110_1.tif
"[[232 250 244 ... 230 238 245]
 [231 232 228 ... 222 234 225]
 [230 233 230 ... 231 229 233]
 ...
 [241 248 242 ... 233 240 230]
 [244 249 240 ... 231 239 229]
 [250 241 238 ... 231 245 231]]",105_2.tif
"[[236 250 250 ... 244 250 250]
 [233 246 235 ... 234 248 235]
 [236 248 244 ... 237 241 240]
 ...
 [242 250 250 ... 238 238 231]
 [244 250 247 ... 235 246 234]
 [250 246 242 ... 237 250 235]]",106_4.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",110_8.tif
"[[244 250 250 ... 250 250 250]
 [250 249 247 ... 246 250 250]
 [249 247 250 ... 250 250 250]
 ...
 [244 250 250 ... 245 246 248]
 [250 248 250 ... 249 247 250]
 [250 250 250 ... 250 246 249]]",106_7.tif
"[[248 250 250 ... 250 250 250]
 [248 249 242 ... 239 250 242]
 [250 249 248 ... 249 250 248]
 ...
 [250 250 244 ... 235 250 245]
 [250 250 250 ... 234 250 239]
 [250 248 250 ... 245 250 241]]",108_5.tif
"[[238 250 250 ... 242 248 249]
 [233 238 235 ... 239 250 237]
 [235 239 238 ... 250 239 239]
 ...
 [242 250 241 ... 229 241 235]
 [244 247 241 ... 232 235 232]
 [249 238 239 ... 231 244 233]]",101_1.tif
"[[229 246 242 ... 235 233 232]
 [244 236 233 ... 228 233 235]
 [241 234 242 ... 234 235 237]
 ...
 [241 250 243 ... 230 233 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 234]]",104_5.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",102_2.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 243 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",104_3.tif
"[[229 246 242 ... 236 233 232]
 [244 236 233 ... 228 238 235]
 [241 234 242 ... 244 238 238]
 ...
 [241 250 243 ... 233 233 238]
 [246 248 247 ... 228 228 235]
 [248 246 248 ... 233 229 235]]",101_8.tif
"[[229 249 242 ... 230 239 245]
 [230 232 228 ... 220 236 223]
 [230 233 230 ... 233 227 227]
 ...
 [241 248 241 ... 245 237 232]
 [244 247 240 ... 232 235 229]
 [249 238 238 ... 231 244 229]]",107_5.tif
"[[242 250 250 ... 250 250 250]
 [250 250 250 ... 247 250 247]
 [250 250 250 ... 250 245 250]
 ...
 [250 250 250 ... 250 250 248]
 [250 250 250 ... 249 250 246]
 [250 250 250 ... 249 250 247]]",107_3.tif
"[[242 250 250 ... 250 250 243]
 [250 250 248 ... 244 250 248]
 [250 242 250 ... 250 250 250]
 ...
 [246 250 247 ... 250 248 250]
 [250 250 250 ... 244 234 246]
 [250 248 250 ... 250 236 247]]",105_7.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",103_2.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 223 234 224]
 [230 233 230 ... 228 228 227]
 ...
 [241 248 241 ... 229 237 232]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",106_2.tif
"[[229 249 242 ... 230 238 245]
 [230 232 228 ... 220 234 223]
 [230 233 230 ... 228 227 227]
 ...
 [241 248 241 ... 229 237 230]
 [244 247 240 ... 229 235 229]
 [249 238 238 ... 231 244 229]]",102_6.tif
